ResultID,WOID,MachineID,MachineName,ChecklistID,TaskNo,TaskDescription,TaskType,AcceptanceStandard,Mandatory,SafetyCritical,Result,MeasuredValue,Observation,TechID,RecordedDate,AbnormalityRaised
WO-00185-T01,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2024-11-08,No
WO-00185-T02,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2024-11-08,No
WO-00185-T03,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,26.54,,TECH-10,2024-11-08,No
WO-00185-T04,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2024-11-08,No
WO-00185-T05,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2024-11-08,No
WO-00185-T06,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,24.95,,TECH-10,2024-11-08,No
WO-00185-T07,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2024-11-08,No
WO-00185-T08,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2024-11-08,No
WO-00185-T09,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2024-11-08,No
WO-00185-T10,WO-00185,MC-019,Assembly Stn AS-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2024-11-08,No
WO-00186-T01,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2024-11-13,No
WO-00186-T02,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2024-11-13,No
WO-00186-T03,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,14.42,,TECH-10,2024-11-13,No
WO-00186-T04,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2024-11-13,No
WO-00186-T05,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2024-11-13,No
WO-00186-T06,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,14.73,,TECH-10,2024-11-13,No
WO-00186-T07,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2024-11-13,No
WO-00186-T08,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,Not OK,,Deviation observed - abnormality raised,TECH-10,2024-11-13,Yes
WO-00186-T09,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2024-11-13,No
WO-00186-T10,WO-00186,MC-020,Assembly Stn AS-02,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2024-11-13,No
WO-00187-T01,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2024-12-06,No
WO-00187-T02,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2024-12-06,No
WO-00187-T03,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,26.72,,TECH-10,2024-12-06,No
WO-00187-T04,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2024-12-06,No
WO-00187-T05,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2024-12-06,No
WO-00187-T06,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,46.28,,TECH-10,2024-12-06,No
WO-00187-T07,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2024-12-06,No
WO-00187-T08,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2024-12-06,No
WO-00187-T09,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2024-12-06,No
WO-00187-T10,WO-00187,MC-021,Assembly Stn AS-03,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2024-12-06,No
WO-00188-T01,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2024-11-20,No
WO-00188-T02,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2024-11-20,No
WO-00188-T03,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,Not OK,52.44,Deviation observed - abnormality raised,TECH-10,2024-11-20,Yes
WO-00188-T04,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2024-11-20,No
WO-00188-T05,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2024-11-20,No
WO-00188-T06,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,3.6,,TECH-10,2024-11-20,No
WO-00188-T07,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2024-11-20,No
WO-00188-T08,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2024-11-20,No
WO-00188-T09,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2024-11-20,No
WO-00188-T10,WO-00188,MC-022,Leak Test Rig LT-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2024-11-20,No
WO-00189-T01,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2024-11-24,No
WO-00189-T02,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-10,2024-11-24,No
WO-00189-T03,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,7.92,,TECH-10,2024-11-24,No
WO-00189-T04,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-10,2024-11-24,No
WO-00189-T05,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,5.49,,TECH-10,2024-11-24,No
WO-00189-T06,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-10,2024-11-24,No
WO-00189-T07,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-10,2024-11-24,No
WO-00189-T08,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-10,2024-11-24,No
WO-00189-T09,WO-00189,MC-023,Assy Conveyor CV-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2024-11-24,No
WO-00190-T01,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2025-04-06,No
WO-00190-T02,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2025-04-06,No
WO-00190-T03,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,56.81,,TECH-07,2025-04-06,No
WO-00190-T04,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2025-04-06,No
WO-00190-T05,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2025-04-06,No
WO-00190-T06,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,13.71,,TECH-07,2025-04-06,No
WO-00190-T07,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2025-04-06,No
WO-00190-T08,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-07,2025-04-06,No
WO-00190-T09,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2025-04-06,No
WO-00190-T10,WO-00190,MC-019,Assembly Stn AS-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2025-04-06,No
WO-00191-T01,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2025-04-08,No
WO-00191-T02,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2025-04-08,No
WO-00191-T03,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,22.75,,TECH-07,2025-04-08,No
WO-00191-T04,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2025-04-08,No
WO-00191-T05,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2025-04-08,No
WO-00191-T06,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,23.48,,TECH-07,2025-04-08,No
WO-00191-T07,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2025-04-08,No
WO-00191-T08,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-07,2025-04-08,No
WO-00191-T09,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2025-04-08,No
WO-00191-T10,WO-00191,MC-020,Assembly Stn AS-02,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2025-04-08,No
WO-00192-T01,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2025-04-16,No
WO-00192-T02,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2025-04-16,No
WO-00192-T03,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,47.59,,TECH-07,2025-04-16,No
WO-00192-T04,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2025-04-16,No
WO-00192-T05,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2025-04-16,No
WO-00192-T06,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,Not OK,8.69,Deviation observed - abnormality raised,TECH-07,2025-04-16,Yes
WO-00192-T07,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2025-04-16,No
WO-00192-T08,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-07,2025-04-16,No
WO-00192-T09,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2025-04-16,No
WO-00192-T10,WO-00192,MC-021,Assembly Stn AS-03,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2025-04-16,No
WO-00193-T01,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2025-05-03,No
WO-00193-T02,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2025-05-03,No
WO-00193-T03,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,37.11,,TECH-07,2025-05-03,No
WO-00193-T04,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2025-05-03,No
WO-00193-T05,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2025-05-03,No
WO-00193-T06,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,54.4,,TECH-07,2025-05-03,No
WO-00193-T07,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2025-05-03,No
WO-00193-T08,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-07,2025-05-03,No
WO-00193-T09,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2025-05-03,No
WO-00193-T10,WO-00193,MC-022,Leak Test Rig LT-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2025-05-03,No
WO-00194-T01,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2025-04-24,No
WO-00194-T02,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-07,2025-04-24,No
WO-00194-T03,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,25.68,,TECH-07,2025-04-24,No
WO-00194-T04,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-07,2025-04-24,No
WO-00194-T05,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,46.68,,TECH-07,2025-04-24,No
WO-00194-T06,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-07,2025-04-24,No
WO-00194-T07,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-07,2025-04-24,No
WO-00194-T08,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-07,2025-04-24,No
WO-00194-T09,WO-00194,MC-023,Assy Conveyor CV-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-07,2025-04-24,Yes
WO-00195-T01,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2025-08-05,No
WO-00195-T02,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2025-08-05,No
WO-00195-T03,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,4.24,,TECH-10,2025-08-05,No
WO-00195-T04,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2025-08-05,No
WO-00195-T05,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2025-08-05,No
WO-00195-T06,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,50.28,,TECH-10,2025-08-05,No
WO-00195-T07,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2025-08-05,No
WO-00195-T08,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,Not OK,,Deviation observed - abnormality raised,TECH-10,2025-08-05,Yes
WO-00195-T09,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2025-08-05,No
WO-00195-T10,WO-00195,MC-019,Assembly Stn AS-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2025-08-05,No
WO-00196-T01,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2025-08-13,No
WO-00196-T02,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2025-08-13,No
WO-00196-T03,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,26.04,,TECH-10,2025-08-13,No
WO-00196-T04,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2025-08-13,No
WO-00196-T05,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,Not OK,,Deviation observed - abnormality raised,TECH-10,2025-08-13,Yes
WO-00196-T06,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,37.08,,TECH-10,2025-08-13,No
WO-00196-T07,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2025-08-13,No
WO-00196-T08,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2025-08-13,No
WO-00196-T09,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2025-08-13,No
WO-00196-T10,WO-00196,MC-020,Assembly Stn AS-02,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2025-08-13,No
WO-00197-T01,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2025-08-16,No
WO-00197-T02,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2025-08-16,No
WO-00197-T03,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,57.23,,TECH-10,2025-08-16,No
WO-00197-T04,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2025-08-16,No
WO-00197-T05,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2025-08-16,No
WO-00197-T06,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,32.87,,TECH-10,2025-08-16,No
WO-00197-T07,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2025-08-16,No
WO-00197-T08,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2025-08-16,No
WO-00197-T09,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2025-08-16,No
WO-00197-T10,WO-00197,MC-021,Assembly Stn AS-03,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2025-08-16,No
WO-00198-T01,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2025-08-22,No
WO-00198-T02,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2025-08-22,No
WO-00198-T03,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,22.71,,TECH-10,2025-08-22,No
WO-00198-T04,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2025-08-22,No
WO-00198-T05,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2025-08-22,No
WO-00198-T06,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,44.97,,TECH-10,2025-08-22,No
WO-00198-T07,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2025-08-22,No
WO-00198-T08,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2025-08-22,No
WO-00198-T09,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2025-08-22,No
WO-00198-T10,WO-00198,MC-022,Leak Test Rig LT-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2025-08-22,No
WO-00199-T01,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2025-08-25,No
WO-00199-T02,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-10,2025-08-25,No
WO-00199-T03,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,46.4,,TECH-10,2025-08-25,No
WO-00199-T04,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-10,2025-08-25,No
